name,address,number,picture,stars,quality,delivery,accuracy
"Bailey, Denesik and Ward","563 Junior Shore","(755) 429-2029 x78745","http://lorempixel.com/640/480/food",4,43,26,47
"Cassin - Marquardt","2590 Kozey Club","1-344-404-8078 x142","http://lorempixel.com/640/480/food",3,74,51,24
"Bednar, Bailey and Ziemann","634 Kessler Isle","153.777.9256 x4540","http://lorempixel.com/640/480/food",5,74,34,93
"Orn Inc","545 Rocio Landing","(344) 096-9263 x59279","http://lorempixel.com/640/480/food",5,19,15,97
"Wyman, Daugherty and Stehr","116 Oberbrunner Island","738.149.6344 x44158","http://lorempixel.com/640/480/food",3,24,43,51
"Feest LLC","565 Odessa Haven","654-412-8165 x205","http://lorempixel.com/640/480/food",0,35,95,60
"Franecki Inc","3239 Runolfsson View","1-214-303-1142 x274","http://lorempixel.com/640/480/food",3,57,27,94
"Kohler, Wisoky and Rau","89065 Dylan Cliff","571-897-8375 x48966","http://lorempixel.com/640/480/food",2,73,100,24
"Kuhic - Oberbrunner","009 Nikolas Corners","919-484-1823 x98145","http://lorempixel.com/640/480/food",1,43,33,56
"Kshlerin, Yost and McDermott","068 Lakin Views","923-509-0766","http://lorempixel.com/640/480/food",5,68,69,89
"Fisher and Sons","9822 Konopelski Corner","(865) 910-8438","http://lorempixel.com/640/480/food",5,52,32,83
"Mohr - Boyer","1144 Sherman Mount","021-466-4063","http://lorempixel.com/640/480/food",3,6,18,39
"Rempel, Ankunding and Emard","781 Nicholaus Harbor","1-893-475-0741","http://lorempixel.com/640/480/food",4,82,41,8
"Hackett, Heller and Mraz","0781 Aron Station","(447) 180-6021","http://lorempixel.com/640/480/food",4,38,4,56
"Lueilwitz and Sons","05712 Harris Creek","(144) 732-6489 x25851","http://lorempixel.com/640/480/food",0,97,45,49
"Willms, Yundt and Mante","3287 Gaston Shoal","510.955.2811 x57812","http://lorempixel.com/640/480/food",0,26,21,88
"Kertzmann - O'Hara","39712 Reilly Trail","482-929-7126 x338","http://lorempixel.com/640/480/food",2,82,73,29
"Willms LLC","7110 Richie Hills","383.191.6442 x790","http://lorempixel.com/640/480/food",2,36,100,25
"Turcotte, Carter and Pacocha","5668 Annetta Bypass","(872) 517-9802","http://lorempixel.com/640/480/food",2,78,75,75
"Lesch - Schumm","1460 Kovacek Union","620-256-9434 x210","http://lorempixel.com/640/480/food",1,76,48,70
"Kuhic, Hermann and Barrows","88042 Wisoky Canyon","1-937-748-7503","http://lorempixel.com/640/480/food",1,14,13,34
"Lubowitz LLC","706 Osinski Stream","1-942-698-1009","http://lorempixel.com/640/480/food",5,44,99,16
"Ferry Group","1051 Hillary Parkway","084-096-4110 x362","http://lorempixel.com/640/480/food",4,78,54,87
"Shields - Schiller","850 Koss Prairie","620-785-2641","http://lorempixel.com/640/480/food",3,20,12,51
"Oberbrunner - Sawayn","6059 Arlo Corner","267.770.2662 x5054","http://lorempixel.com/640/480/food",3,59,0,56
"Barrows Inc","07522 Roosevelt Villages","997.941.5237","http://lorempixel.com/640/480/food",3,72,13,35
"Hackett - Buckridge","92156 Isidro Brook","916.706.7686 x918","http://lorempixel.com/640/480/food",1,94,39,10
